Year,Country,Temperature,SeaLevel,AgriculturalYield,,
2023,JPN,0.19,89.1,34.6,,
2024,JPN,0.246,89.1,34.6,,
2025,JPN,0.174,89.1,34.6,,
1990,GHA,0.302,89.1,34.6,,
1991,GHA,0.172,89.1,34.6,,
1992,GHA,0.251,89.1,34.6,,
1993,GHA,0.242,89.1,34.6,,
1994,GHA,0.135,89.1,34.6,,
1995,GHA,0.198,89.1,34.6,,
1996,GHA,0.273,89.1,34.6,,
1997,GHA,0.277,89.1,34.6,,
1998,GHA,0.15,89.1,34.6,,
1999,GHA,0.255,89.1,34.6,,
2000,GHA,0.138,89.1,34.6,,
2001,GHA,0.281,89.1,34.6,,
2002,GHA,0.38,89.1,34.6,,
2003,GHA,0.311,89.1,34.6,,
2004,GHA,0.232,89.1,34.6,,
2005,GHA,0.216,89.1,34.6,,
2006,GHA,0.129,89.1,34.6,,
2007,GHA,0.162,89.1,34.6,,
2008,GHA,0.228,89.1,34.6,,
2009,GHA,0.398,89.1,34.6,,
2010,GHA,0.361,89.1,34.6,,
2011,GHA,0.284,89.1,34.6,,
2012,GHA,0.229,89.1,34.6,,
2013,GHA,0.152,89.1,34.6,,
2014,GHA,0.245,89.1,34.6,,
2015,GHA,0.327,89.1,34.6,,
2016,GHA,0.238,89.1,34.6,,
2017,GHA,0.25,89.1,34.6,,
2018,GHA,0.163,89.1,34.6,,
2019,GHA,0.172,89.1,34.6,,
2020,GHA,0.282,89.1,34.6,,
2021,GHA,0.217,89.1,34.6,,
2022,GHA,0.253,89.1,34.6,,
2023,GHA,0.185,89.1,34.6,,
2024,GHA,0.165,89.1,34.6,,
2025,GHA,0.228,89.1,34.6,,
1990,HTI,0.234,89.1,34.6,,
1991,HTI,0.182,89.1,34.6,,
1992,HTI,0.132,89.1,34.6,,
1993,HTI,0.213,89.1,34.6,,
1994,HTI,0.271,89.1,34.6,,
1995,HTI,0.168,89.1,34.6,,
1996,HTI,0.359,89.1,34.6,,
1997,HTI,0.254,89.1,34.6,,
1998,HTI,0.203,89.1,34.6,,
1999,HTI,0.155,89.1,34.6,,
2000,HTI,0.101,89.1,34.6,,
2001,HTI,0.247,89.1,34.6,,
2002,HTI,0.165,89.1,34.6,,
2003,HTI,0.26,89.1,34.6,,
2004,HTI,0.205,89.1,34.6,,
2005,HTI,0.189,89.1,34.6,,
2006,HTI,0.162,89.1,34.6,,
2007,HTI,0.117,89.1,34.6,,
2008,HTI,0.234,89.1,34.6,,
2009,HTI,0.298,89.1,34.6,,
2010,HTI,0.195,89.1,34.6,,
2011,HTI,0.279,89.1,34.6,,
2012,HTI,0.182,89.1,34.6,,
2013,HTI,0.253,89.1,34.6,,
2014,HTI,0.218,89.1,34.6,,
2015,HTI,0.192,89.1,34.6,,
2016,HTI,0.28,89.1,34.6,,
2017,HTI,0.313,89.1,34.6,,
2018,HTI,0.221,89.1,34.6,,
2019,HTI,0.295,89.1,34.6,,
2020,HTI,0.212,89.1,34.6,,
2021,HTI,0.175,89.1,34.6,,
2022,HTI,0.259,89.1,34.6,,
2023,HTI,0.168,89.1,34.6,,
2024,HTI,0.22,89.1,34.6,,
2025,HTI,0.146,89.1,34.6,,
1990,NGA,0.257,89.1,34.6,,
1991,NGA,0.274,89.1,34.6,,
1992,NGA,0.333,89.1,34.6,,
1993,NGA,0.3,89.1,34.6,,
1994,NGA,0.292,89.1,34.6,,
1995,NGA,0.168,89.1,34.6,,
1996,NGA,0.241,89.1,34.6,,
1997,NGA,0.328,89.1,34.6,,
1998,NGA,0.194,89.1,34.6,,
1999,NGA,0.151,89.1,34.6,,
2000,NGA,0.204,89.1,34.6,,
2001,NGA,0.173,89.1,34.6,,
2002,NGA,0.205,89.1,34.6,,
2003,NGA,0.149,89.1,34.6,,
2004,NGA,0.196,89.1,34.6,,
2005,NGA,0.183,89.1,34.6,,
2006,NGA,0.188,89.1,34.6,,
2007,NGA,0.139,89.1,34.6,,
2008,NGA,0.199,89.1,34.6,,
2009,NGA,0.225,89.1,34.6,,
2010,NGA,0.227,89.1,34.6,,
2011,NGA,0.234,89.1,34.6,,
2012,NGA,0.2,89.1,34.6,,
2013,NGA,0.294,89.1,34.6,,
2014,NGA,0.139,89.1,34.6,,
2015,NGA,0.283,89.1,34.6,,
2016,NGA,0.269,89.1,34.6,,
2017,NGA,0.289,89.1,34.6,,
2018,NGA,0.392,89.1,34.6,,
2019,NGA,0.147,89.1,34.6,,
2020,NGA,0.218,89.1,34.6,,
2021,NGA,0.471,89.1,34.6,,
2022,NGA,0.083,89.1,34.6,,
2023,NGA,0.134,89.1,34.6,,
2024,NGA,0.107,89.1,34.6,,
2025,NGA,0.164,89.1,34.6,,
1990,UKR,0.229,89.1,34.6,,
1991,UKR,0.197,89.1,34.6,,
1992,UKR,0.211,89.1,34.6,,
1993,UKR,0.24,89.1,34.6,,
1994,UKR,0.211,89.1,34.6,,
1995,UKR,0.19,89.1,34.6,,
1996,UKR,0.207,89.1,34.6,,
1997,UKR,0.196,89.1,34.6,,
1998,UKR,0.278,89.1,34.6,,
1999,UKR,0.286,89.1,34.6,,
2000,UKR,0.18,89.1,34.6,,
2001,UKR,0.254,89.1,34.6,,
2002,UKR,0.175,89.1,34.6,,
2003,UKR,0.25,89.1,34.6,,
2004,UKR,0.234,89.1,34.6,,
2005,UKR,0.156,89.1,34.6,,
2006,UKR,0.226,89.1,34.6,,
2007,UKR,0.074,89.1,34.6,,
2008,UKR,0.16,89.1,34.6,,
2009,UKR,0.131,89.1,34.6,,
2010,UKR,0.153,89.1,34.6,,
2011,UKR,0.185,89.1,34.6,,
2012,UKR,0.134,89.1,34.6,,
2013,UKR,0.18,89.1,34.6,,
2014,UKR,0.223,89.1,34.6,,
2015,UKR,0.222,89.1,34.6,,
2016,UKR,0.205,89.1,34.6,,
2017,UKR,0.213,89.1,34.6,,
2018,UKR,0.322,89.1,34.6,,
2019,UKR,0.093,89.1,34.6,,
2020,UKR,0.219,89.1,34.6,,
2021,UKR,0.201,89.1,34.6,,
2022,UKR,0.261,89.1,34.6,,
2023,UKR,0.193,89.1,34.6,,
2024,UKR,0.113,89.1,34.6,,
2025,UKR,0.3,89.1,34.6,,
1990,ZMB,0.211,89.1,34.6,,
1991,ZMB,0.165,89.1,34.6,,
1992,ZMB,0.159,89.1,34.6,,
1993,ZMB,0.125,89.1,34.6,,
1994,ZMB,0.167,89.1,34.6,,
1995,ZMB,0.161,89.1,34.6,,
1996,ZMB,0.188,89.1,34.6,,
1997,ZMB,0.153,89.1,34.6,,
1998,ZMB,0.252,89.1,34.6,,
1999,ZMB,0.247,89.1,34.6,,
2000,ZMB,0.22,89.1,34.6,,
2001,ZMB,0.132,89.1,34.6,,
2002,ZMB,0.231,89.1,34.6,,
2003,ZMB,0.18,89.1,34.6,,
2004,ZMB,0.249,89.1,34.6,,
2005,ZMB,0.274,89.1,34.6,,
2006,ZMB,0.255,89.1,34.6,,
2007,ZMB,0.259,89.1,34.6,,
2008,ZMB,0.144,89.1,34.6,,
2009,ZMB,0.145,89.1,34.6,,
2010,ZMB,0.227,89.1,34.6,,
2011,ZMB,0.238,89.1,34.6,,
2012,ZMB,0.182,89.1,34.6,,
2013,ZMB,0.17,89.1,34.6,,
2014,ZMB,0.18,89.1,34.6,,
2015,ZMB,0.138,89.1,34.6,,
2016,ZMB,0.184,89.1,34.6,,
2017,ZMB,0.193,89.1,34.6,,
2018,ZMB,0.188,89.1,34.6,,
2019,ZMB,0.125,89.1,34.6,,
2020,ZMB,0.131,89.1,34.6,,
2021,ZMB,0.186,89.1,34.6,,
2022,ZMB,0.218,89.1,34.6,,
2023,ZMB,0.194,89.1,34.6,,
2024,ZMB,0.222,89.1,34.6,,
2025,ZMB,0.22,89.1,34.6,,
1990,ISR,0.299,89.1,34.6,,
1991,ISR,0.186,89.1,34.6,,
1992,ISR,0.247,89.1,34.6,,
1993,ISR,0.172,89.1,34.6,,
1994,ISR,0.182,89.1,34.6,,
1995,ISR,0.167,89.1,34.6,,
1996,ISR,0.19,89.1,34.6,,
1997,ISR,0.169,89.1,34.6,,
1998,ISR,0.161,89.1,34.6,,
1999,ISR,0.192,89.1,34.6,,
2000,ISR,0.227,89.1,34.6,,
2001,ISR,0.116,89.1,34.6,,
2002,ISR,0.283,89.1,34.6,,
2003,ISR,0.205,89.1,34.6,,
2004,ISR,0.261,89.1,34.6,,
2005,ISR,0.341,89.1,34.6,,
2006,ISR,0.266,89.1,34.6,,
2007,ISR,0.225,89.1,34.6,,
2008,ISR,0.215,89.1,34.6,,
2009,ISR,0.286,89.1,34.6,,
2010,ISR,0.259,89.1,34.6,,
2011,ISR,0.249,89.1,34.6,,
2012,ISR,0.212,89.1,34.6,,
2013,ISR,0.235,89.1,34.6,,
2014,ISR,0.259,89.1,34.6,,
2015,ISR,0.322,89.1,34.6,,
2016,ISR,0.171,89.1,34.6,,
2017,ISR,0.206,89.1,34.6,,
2018,ISR,0.301,89.1,34.6,,
2019,ISR,0.189,89.1,34.6,,
2020,ISR,0.247,89.1,34.6,,
2021,ISR,0.147,89.1,34.6,,
2022,ISR,0.188,89.1,34.6,,
2023,ISR,0.195,89.1,34.6,,
2024,ISR,0.186,89.1,34.6,,
2025,ISR,0.101,89.1,34.6,,
1990,NGA,0.172,89.1,34.6,,
1991,NGA,0.106,89.1,34.6,,
1992,NGA,0.242,89.1,34.6,,
1993,NGA,0.136,89.1,34.6,,
1994,NGA,0.146,89.1,34.6,,
1995,NGA,0.254,89.1,34.6,,
1996,NGA,0.184,89.1,34.6,,
1997,NGA,0.168,89.1,34.6,,
1998,NGA,0.102,89.1,34.6,,
1999,NGA,0.207,89.1,34.6,,
2000,NGA,0.204,89.1,34.6,,
2001,NGA,0.206,89.1,34.6,,
2002,NGA,0.263,89.1,34.6,,
2003,NGA,0.234,89.1,34.6,,
2004,NGA,0.277,89.1,34.6,,
2005,NGA,0.486,89.1,34.6,,
2006,NGA,0.241,89.1,34.6,,
2007,NGA,0.204,89.1,34.6,,
2008,NGA,0.196,89.1,34.6,,
2009,NGA,0.191,89.1,34.6,,
2010,NGA,0.22,89.1,34.6,,
2011,NGA,0.077,89.1,34.6,,
2012,NGA,0.21,89.1,34.6,,
2013,NGA,0.165,89.1,34.6,,
2014,NGA,0.279,89.1,34.6,,
2015,NGA,0.285,89.1,34.6,,
2016,NGA,0.194,89.1,34.6,,
2017,NGA,0.22,89.1,34.6,,
2018,NGA,0.175,89.1,34.6,,
2019,NGA,0.216,89.1,34.6,,
2020,NGA,0.202,89.1,34.6,,
2021,NGA,0.106,89.1,34.6,,
2022,NGA,0.147,89.1,34.6,,
2023,NGA,0.181,89.1,34.6,,
2024,NGA,0.167,89.1,34.6,,
2025,NGA,0.202,89.1,34.6,,
1990,ZMB,0.19,89.1,34.6,,
1991,ZMB,0.1,89.1,34.6,,
1992,ZMB,0.104,89.1,34.6,,
1993,ZMB,0.125,89.1,34.6,,
1994,ZMB,0.153,89.1,34.6,,
1995,ZMB,0.202,89.1,34.6,,
1996,ZMB,0.188,89.1,34.6,,
1997,ZMB,0.276,89.1,34.6,,
1998,ZMB,0.263,89.1,34.6,,
1999,ZMB,0.22,89.1,34.6,,
2000,ZMB,0.239,89.1,34.6,,
2001,ZMB,0.25,89.1,34.6,,
2002,ZMB,0.336,89.1,34.6,,
2003,ZMB,0.148,89.1,34.6,,
2004,ZMB,0.266,89.1,34.6,,
2005,ZMB,0.236,89.1,34.6,,
2006,ZMB,0.18,89.1,34.6,,
2007,ZMB,0.165,89.1,34.6,,
2008,ZMB,0.169,89.1,34.6,,
2009,ZMB,0.292,89.1,34.6,,
2010,ZMB,0.194,89.1,34.6,,
2011,ZMB,0.165,89.1,34.6,,
2012,ZMB,0.256,89.1,34.6,,
2013,ZMB,0.218,89.1,34.6,,
2014,ZMB,0.181,89.1,34.6,,
2015,ZMB,0.166,89.1,34.6,,
2016,ZMB,0.146,89.1,34.6,,
2017,ZMB,0.099,89.1,34.6,,
2018,ZMB,0.33,89.1,34.6,,
2019,ZMB,0.14,89.1,34.6,,
2020,ZMB,0.163,89.1,34.6,,
2021,ZMB,0.191,89.1,34.6,,
2022,ZMB,0.231,89.1,34.6,,
2023,ZMB,0.276,89.1,34.6,,
2024,ZMB,0.324,89.1,34.6,,
2025,ZMB,0.227,89.1,34.6,,
1990,ETH,0.164,89.1,34.6,,
1991,ETH,0.228,89.1,34.6,,
1992,ETH,0.154,89.1,34.6,,
1993,ETH,0.276,89.1,34.6,,
1994,ETH,0.241,89.1,34.6,,
1995,ETH,0.11,89.1,34.6,,
1996,ETH,0.195,89.1,34.6,,
1997,ETH,0.178,89.1,34.6,,
1998,ETH,0.174,89.1,34.6,,
1999,ETH,0.228,89.1,34.6,,
2000,ETH,0.167,89.1,34.6,,
2001,ETH,0.231,89.1,34.6,,
2002,ETH,0.216,89.1,34.6,,
2003,ETH,0.147,89.1,34.6,,
2004,ETH,0.302,89.1,34.6,,
2005,ETH,0.269,89.1,34.6,,
2006,ETH,0.247,89.1,34.6,,
2007,ETH,0.154,89.1,34.6,,
2008,ETH,0.28,89.1,34.6,,
2009,ETH,0.187,89.1,34.6,,
2010,ETH,0.182,89.1,34.6,,
2011,ETH,0.179,89.1,34.6,,
2012,ETH,0.161,89.1,34.6,,
2013,ETH,0.128,89.1,34.6,,
2014,ETH,0.162,89.1,34.6,,
2015,ETH,0.179,89.1,34.6,,
2016,ETH,0.265,89.1,34.6,,
2017,ETH,0.226,89.1,34.6,,
2018,ETH,0.195,89.1,34.6,,
2019,ETH,0.196,89.1,34.6,,
2020,ETH,0.143,89.1,34.6,,
2021,ETH,0.277,89.1,34.6,,
2022,ETH,0.221,89.1,34.6,,
2023,ETH,0.193,89.1,34.6,,
2024,ETH,0.214,89.1,34.6,,
2025,ETH,0.171,89.1,34.6,,
1990,RUS,0.213,89.1,34.6,,
1991,RUS,0.314,89.1,34.6,,
1992,RUS,0.253,89.1,34.6,,
1993,RUS,0.163,89.1,34.6,,
1994,RUS,0.177,89.1,34.6,,
1995,RUS,0.202,89.1,34.6,,
1996,RUS,0.304,89.1,34.6,,
1997,RUS,0.234,89.1,34.6,,
1998,RUS,0.289,89.1,34.6,,
1999,RUS,0.185,89.1,34.6,,
2000,RUS,0.187,89.1,34.6,,
2001,RUS,0.231,89.1,34.6,,
2002,RUS,0.339,89.1,34.6,,
2003,RUS,0.325,89.1,34.6,,
2004,RUS,0.237,89.1,34.6,,
2005,RUS,0.309,89.1,34.6,,
2006,RUS,0.297,89.1,34.6,,
2007,RUS,0.273,89.1,34.6,,
2008,RUS,0.24,89.1,34.6,,
2009,RUS,0.303,89.1,34.6,,
2010,RUS,0.267,89.1,34.6,,
2011,RUS,0.159,89.1,34.6,,
2012,RUS,0.189,89.1,34.6,,
2013,RUS,0.191,89.1,34.6,,
2014,RUS,0.232,89.1,34.6,,
2015,RUS,0.215,89.1,34.6,,
2016,RUS,0.265,89.1,34.6,,
2017,RUS,0.352,89.1,34.6,,
2018,RUS,,89.1,34.6,,
2019,RUS,2.158,89.1,34.6,,
2020,RUS,2.101,89.1,34.6,,
2021,RUS,1.895,89.1,34.6,,
2022,RUS,2.298,89.1,34.6,,
2023,RUS,1.968,89.1,34.6,,
2024,RUS,1.962,89.1,34.6,,
2025,RUS,1.901,89.1,34.6,,
1990,SDN,1.945,89.1,34.6,,
1991,SDN,1.93,89.1,34.6,,
1992,SDN,1.958,89.1,34.6,,
1993,SDN,2.281,89.1,34.6,,
1994,SDN,2.015,89.1,34.6,,
1995,SDN,2.597,89.1,34.6,,
1996,SDN,1.729,89.1,34.6,,
1997,SDN,2.658,89.1,34.6,,
1998,SDN,2.355,89.1,34.6,,
1999,SDN,1.639,89.1,34.6,,
2000,SDN,2.122,89.1,34.6,,
2001,SDN,2.032,89.1,34.6,,
2002,SDN,2.017,89.1,34.6,,
2003,SDN,1.825,89.1,34.6,,
2004,SDN,2.036,89.1,34.6,,
2005,SDN,1.824,89.1,34.6,,
2006,SDN,1.915,89.1,34.6,,
2007,SDN,1.838,89.1,34.6,,
2008,SDN,1.776,89.1,34.6,,
2009,SDN,2.09,89.1,34.6,,
2010,SDN,2.065,89.1,34.6,,
2011,SDN,1.725,89.1,34.6,,
2012,SDN,1.76,89.1,34.6,,
2013,SDN,1.651,89.1,34.6,,
2014,SDN,1.84,89.1,34.6,,
2015,SDN,1.803,89.1,34.6,,
2016,SDN,1.944,89.1,34.6,,
2017,SDN,1.883,89.1,34.6,,
2018,SDN,1.805,89.1,34.6,,
2019,SDN,1.803,89.1,34.6,,
2020,SDN,1.851,89.1,34.6,,
2021,SDN,1.867,89.1,34.6,,
2022,SDN,1.762,89.1,34.6,,
2023,SDN,1.71,89.1,34.6,,
2024,SDN,2.013,89.1,34.6,,
2025,SDN,1.875,89.1,34.6,,
1990,IND,1.938,89.1,34.6,,
1991,IND,1.632,89.1,34.6,,
1992,IND,2.183,89.1,34.6,,
1993,IND,1.667,89.1,34.6,,
1994,IND,2.196,89.1,34.6,,
1995,IND,1.799,89.1,34.6,,
1996,IND,2.08,89.1,34.6,,
1997,IND,1.822,89.1,34.6,,
1998,IND,1.667,89.1,34.6,,
1999,IND,1.689,89.1,34.6,,
2000,IND,1.733,89.1,34.6,,
2001,IND,1.846,89.1,34.6,,
2002,IND,2.01,89.1,34.6,,
2003,IND,1.692,89.1,34.6,,
2004,IND,1.688,89.1,34.6,,
2005,IND,1.777,89.1,34.6,,
2006,IND,1.664,89.1,34.6,,
2007,IND,2.364,89.1,34.6,,
2008,IND,2.572,89.1,34.6,,
2009,IND,1.559,89.1,34.6,,
2010,IND,1.953,89.1,34.6,,
2011,IND,1.55,89.1,34.6,,
2012,IND,1.603,89.1,34.6,,
2013,IND,1.712,89.1,34.6,,
2014,IND,1.631,89.1,34.6,,
2015,IND,1.575,89.1,34.6,,
2016,IND,1.554,89.1,34.6,,
2017,IND,1.597,89.1,34.6,,
2018,IND,1.747,89.1,34.6,,
2019,IND,1.996,89.1,34.6,,
2020,IND,1.986,89.1,34.6,,
2021,IND,1.873,89.1,34.6,,
2022,IND,1.695,89.1,34.6,,
2023,IND,1.696,89.1,34.6,,
2024,IND,1.782,89.1,34.6,,
2025,IND,1.794,89.1,34.6,,
1970,NZL,1.59,89.1,34.6,,
1971,NZL,1.669,89.1,34.6,,
1972,NZL,1.524,89.1,34.6,,
1973,NZL,1.773,89.1,34.6,,
1974,NZL,1.675,89.1,34.6,,
1975,NZL,4.282,89.1,34.6,,
1976,NZL,1.61,89.1,34.6,,
1977,NZL,2.659,89.1,34.6,,
1978,NZL,1.47,89.1,34.6,,
1979,NZL,1.452,89.1,34.6,,
1980,NZL,1.669,89.1,34.6,,
1981,NZL,1.82,89.1,34.6,,
1982,NZL,1.63,89.1,34.6,,
1983,NZL,1.401,89.1,34.6,,
1984,NZL,1.395,89.1,34.6,,
1985,NZL,1.526,89.1,34.6,,
1986,NZL,2.001,89.1,34.6,,
1987,NZL,2.006,89.1,34.6,,
1988,NZL,2.188,89.1,34.6,,
1989,NZL,1.711,89.1,34.6,,
1990,NZL,2.08,89.1,34.6,,
1991,NZL,1.837,89.1,34.6,,
1992,NZL,1.805,89.1,34.6,,
1993,NZL,2.246,89.1,34.6,,
1994,NZL,1.784,89.1,34.6,,
1995,NZL,1.787,89.1,34.6,,
1996,NZL,1.711,89.1,34.6,,
1997,NZL,1.904,89.1,34.6,,
1998,NZL,1.81,89.1,34.6,,
1999,NZL,1.779,89.1,34.6,,
2000,NZL,1.846,89.1,34.6,,
2001,NZL,1.964,89.1,34.6,,
2002,NZL,1.982,89.1,34.6,,
2003,NZL,1.699,89.1,34.6,,
2004,NZL,1.769,89.1,34.6,,
2005,NZL,1.855,89.1,34.6,,
2006,NZL,1.728,89.1,34.6,,
2007,NZL,1.68,89.1,34.6,,
2008,NZL,1.844,89.1,34.6,,
2009,NZL,2.117,89.1,34.6,,
2010,NZL,1.855,89.1,34.6,,
2011,NZL,1.797,89.1,34.6,,
2012,NZL,1.995,89.1,34.6,,
2013,NZL,2.376,89.1,34.6,,
2014,NZL,2.196,89.1,34.6,,
2015,NZL,2.012,89.1,34.6,,
2016,NZL,1.644,89.1,34.6,,
2017,NZL,1.698,89.1,34.6,,
2018,NZL,1.989,89.1,34.6,,
2019,NZL,1.715,89.1,34.6,,
2020,NZL,1.909,89.1,34.6,,
2021,NZL,1.892,89.1,34.6,,
2022,NZL,2.085,89.1,34.6,,
2023,NZL,1.729,89.1,34.6,,
2024,NZL,1.888,89.1,34.6,,
2025,NZL,1.827,89.1,34.6,,
1990,EGY,1.989,89.1,34.6,,
1991,EGY,1.687,89.1,34.6,,
1992,EGY,1.662,89.1,34.6,,
1993,EGY,1.857,89.1,34.6,,
1994,EGY,1.93,89.1,34.6,,
1995,EGY,1.713,89.1,34.6,,
1996,EGY,2.442,89.1,34.6,,
1997,EGY,1.98,89.1,34.6,,
1998,EGY,2.833,89.1,34.6,,
1999,EGY,2.391,89.1,34.6,,
2000,EGY,1.864,89.1,34.6,,
2001,EGY,1.932,89.1,34.6,,
2002,EGY,1.994,89.1,34.6,,
2003,EGY,1.9,89.1,34.6,,
2004,EGY,1.872,89.1,34.6,,
2005,EGY,1.852,89.1,34.6,,
2006,EGY,1.75,89.1,34.6,,
2007,EGY,1.76,89.1,34.6,,
2008,EGY,1.726,89.1,34.6,,
2009,EGY,1.924,89.1,34.6,,
2010,EGY,2.012,89.1,34.6,,
2011,EGY,1.643,89.1,34.6,,
2012,EGY,1.624,89.1,34.6,,
2013,EGY,3.105,89.1,34.6,,
2014,EGY,3.085,89.1,34.6,,
2015,EGY,2.074,89.1,34.6,,
2016,EGY,1.044,89.1,34.6,,
2017,EGY,0.941,89.1,34.6,,
2018,EGY,1.484,89.1,34.6,,
2019,EGY,1.022,89.1,34.6,,
2020,EGY,0.978,89.1,34.6,,
2021,EGY,2.996,89.1,34.6,,
2022,EGY,1.575,89.1,34.6,,
2023,EGY,2.046,89.1,34.6,,
2024,EGY,1.872,89.1,34.6,,
2025,EGY,2.268,89.1,34.6,,
1990,ZMB,0.98,89.1,34.6,,
1991,ZMB,1.794,89.1,34.6,,
1992,ZMB,1.972,89.1,34.6,,
1993,ZMB,1.839,89.1,34.6,,
1994,ZMB,1.278,89.1,34.6,,
1995,ZMB,1.104,89.1,34.6,,
1996,ZMB,3.236,89.1,34.6,,
1997,ZMB,1.58,89.1,34.6,,
1998,ZMB,2.297,89.1,34.6,,
1999,ZMB,2.147,89.1,34.6,,
2000,ZMB,1.454,89.1,34.6,,
2001,ZMB,1.066,89.1,34.6,,
2002,ZMB,1.401,89.1,34.6,,
2003,ZMB,1.485,89.1,34.6,,
2004,ZMB,1.747,89.1,34.6,,
2005,ZMB,1.407,89.1,34.6,,
2006,ZMB,0.904,89.1,34.6,,
2007,ZMB,1.244,89.1,34.6,,
2008,ZMB,2.856,89.1,34.6,,
2009,ZMB,1.26,89.1,34.6,,
2010,ZMB,1.935,89.1,34.6,,
2011,ZMB,1.926,89.1,34.6,,
2012,ZMB,1.988,89.1,34.6,,
2013,ZMB,1.421,89.1,34.6,,
2014,ZMB,1.313,89.1,34.6,,
2015,ZMB,1.622,89.1,34.6,,
2016,ZMB,1.515,89.1,34.6,,
2017,ZMB,2.24,89.1,34.6,,
2018,ZMB,2.13,89.1,34.6,,
2019,ZMB,1.317,89.1,34.6,,
2020,ZMB,1.434,89.1,34.6,,
2021,ZMB,2.914,89.1,34.6,,
2022,ZMB,1.916,89.1,34.6,,
2023,ZMB,1.38,89.1,34.6,,
2024,ZMB,2.201,89.1,34.6,,
2025,ZMB,2.22,89.1,34.6,,
1990,BRICS,1.106,89.1,34.6,,
1991,BRICS,1.069,89.1,34.6,,
1992,BRICS,1.367,89.1,34.6,,
1993,BRICS,1.081,89.1,34.6,,
1994,BRICS,2.292,89.1,34.6,,
1995,BRICS,0.943,89.1,34.6,,
1996,BRICS,1.494,89.1,34.6,,
1997,BRICS,1.768,89.1,34.6,,
1998,BRICS,1.811,89.1,34.6,,
1999,BRICS,2.388,89.1,34.6,,
2000,BRICS,1.935,89.1,34.6,,
2001,BRICS,1.159,89.1,34.6,,
2002,BRICS,2.614,89.1,34.6,,
2003,BRICS,1.645,89.1,34.6,,
2004,BRICS,1.501,89.1,34.6,,
2005,BRICS,1.463,89.1,34.6,,
2006,BRICS,1.561,89.1,34.6,,
2007,BRICS,1.626,89.1,34.6,,
2008,BRICS,1.345,89.1,34.6,,
2009,BRICS,1.161,89.1,34.6,,
2010,BRICS,2.441,89.1,34.6,,
2011,BRICS,1.299,89.1,34.6,,
2012,BRICS,1.505,89.1,34.6,,
2013,BRICS,3.154,89.1,34.6,,
2014,BRICS,1.586,89.1,34.6,,
2015,BRICS,1.35,89.1,34.6,,
2016,BRICS,1.468,89.1,34.6,,
2017,BRICS,0.968,89.1,34.6,,
2018,BRICS,0.952,89.1,34.6,,
2019,BRICS,1.006,89.1,34.6,,
2020,BRICS,1.818,89.1,34.6,,
2021,BRICS,1.451,89.1,34.6,,
2022,BRICS,1.596,89.1,34.6,,
2023,BRICS,1.174,89.1,34.6,,
2024,BRICS,1.144,89.1,34.6,,
2025,BRICS,3.861,89.1,34.6,,
1990,MOZ,1.741,89.1,34.6,,
1991,MOZ,0.867,89.1,34.6,,
1992,MOZ,0.865,89.1,34.6,,
1993,MOZ,0.875,89.1,34.6,,
1994,MOZ,0.887,89.1,34.6,,
1995,MOZ,0.934,89.1,34.6,,
1996,MOZ,1.685,89.1,34.6,,
1997,MOZ,1.473,89.1,34.6,,
1998,MOZ,2.999,89.1,34.6,,
1999,MOZ,2.028,89.1,34.6,,
2000,MOZ,1.52,89.1,34.6,,
2001,MOZ,1.444,89.1,34.6,,
2002,MOZ,1.202,89.1,34.6,,
2003,MOZ,1.688,89.1,34.6,,
2004,MOZ,1.528,89.1,34.6,,
2005,MOZ,1.655,89.1,34.6,,
2006,MOZ,0.775,89.1,34.6,,
2007,MOZ,0.998,89.1,34.6,,
2008,MOZ,1.4,89.1,34.6,,
2009,MOZ,1.828,89.1,34.6,,
2010,MOZ,1.918,89.1,34.6,,
2011,MOZ,1.09,89.1,34.6,,
2012,MOZ,1.543,89.1,34.6,,
2013,MOZ,1.376,89.1,34.6,,
2014,MOZ,1.753,89.1,34.6,,
2015,MOZ,1.91,89.1,34.6,,
2016,MOZ,1.781,89.1,34.6,,
2017,MOZ,1.809,89.1,34.6,,
2018,MOZ,2.02,89.1,34.6,,
2019,MOZ,1.856,89.1,34.6,,
2020,MOZ,1.88,89.1,34.6,,
2021,MOZ,1.905,89.1,34.6,,
2022,MOZ,1.775,89.1,34.6,,
2023,MOZ,2.298,89.1,34.6,,
2024,MOZ,2.645,89.1,34.6,,
2025,MOZ,1.414,89.1,34.6,,
1990,NGA,2.137,89.1,34.6,,
1991,NGA,1.72,89.1,34.6,,
1992,NGA,1.666,89.1,34.6,,
1993,NGA,1.78,89.1,34.6,,
1994,NGA,1.516,89.1,34.6,,
1995,NGA,1.386,89.1,34.6,,
1996,NGA,1.643,89.1,34.6,,
1997,NGA,2.103,89.1,34.6,,
1998,NGA,1.795,89.1,34.6,,
1999,NGA,2.009,89.1,34.6,,
2000,NGA,2.274,89.1,34.6,,
2001,NGA,2.066,89.1,34.6,,
2002,NGA,1.462,89.1,34.6,,
2003,NGA,1.56,89.1,34.6,,
2004,NGA,1.654,89.1,34.6,,
2005,NGA,1.436,89.1,34.6,,
2006,NGA,1.598,89.1,34.6,,
2007,NGA,1.687,89.1,34.6,,
2008,NGA,1.633,89.1,34.6,,
2009,NGA,1.51,89.1,34.6,,
2010,NGA,1.995,89.1,34.6,,
2011,NGA,2.679,89.1,34.6,,
2012,NGA,4.679,89.1,34.6,,
